date,service,cost,account_id,region
2023-04-20,CloudWatch,33.76,A1293,us-east-1
2023-04-20,S3,155.62,A5690,us-west-2
2023-04-20,Lambda,144.79,A8213,us-west-2
2023-04-20,EC2,31.64,A7058,us-east-1
2023-04-20,RDS,18.28,A5301,eu-central-1
2023-04-21,CloudWatch,95.18,A6455,us-east-1
2023-04-21,RDS,174.21,A1252,us-east-1
2023-04-21,Lambda,158.14,A2835,us-east-1
2023-04-21,S3,112.54,A9911,eu-central-1
2023-04-21,S3,10.54,A5108,us-west-2
2023-04-21,EC2,197.98,A9047,us-west-2
2023-04-21,Lambda,179.39,A3372,us-west-2
2023-04-22,CloudWatch,138.74,A2387,us-west-2
2023-04-22,S3,177.29,A5883,us-west-2
2023-04-22,CloudWatch,71.44,A3197,eu-central-1
2023-04-22,CloudWatch,142.27,A3719,eu-central-1
2023-04-22,RDS,100.07,A4006,us-east-1
2023-04-22,Lambda,107.73,A4255,us-east-1
2023-04-22,Lambda,12.01,A1285,us-west-2
2023-04-22,RDS,87.76,A8911,us-east-1
2023-04-22,EC2,179.41,A6018,us-east-1
2023-04-22,EC2,9.95,A8344,us-west-2
2023-04-22,S3,57.79,A9752,us-east-1
2023-04-22,S3,33.45,A1143,eu-central-1
2023-04-22,Lambda,50.86,A9913,us-east-1
2023-04-22,Lambda,181.43,A9433,us-east-1
2023-04-22,Lambda,5.53,A5075,eu-central-1
2023-04-23,RDS,94.3,A7000,us-west-2
2023-04-23,Lambda,98.89,A7647,eu-central-1
2023-04-23,EC2,5.44,A4164,eu-central-1
2023-04-23,S3,133.91,A7481,us-east-1
2023-04-23,CloudWatch,42.91,A5595,us-east-1
2023-04-23,Lambda,141.52,A1211,eu-central-1
2023-04-23,Lambda,96.26,A3242,eu-central-1
2023-04-23,S3,171.4,A5772,eu-central-1
2023-04-23,CloudWatch,153.98,A3262,eu-central-1
2023-04-23,Lambda,80.91,A8445,eu-central-1
2023-04-23,RDS,7.68,A2643,us-east-1
2023-04-23,Lambda,125.5,A5659,us-west-2
2023-04-23,CloudWatch,12.89,A3928,eu-central-1
2023-04-23,CloudWatch,97.61,A9724,eu-central-1
2023-04-24,CloudWatch,109.97,A8269,us-east-1
2023-04-24,Lambda,30.0,A9884,eu-central-1
2023-04-24,Lambda,147.33,A2822,us-west-2
2023-04-24,RDS,59.05,A9691,eu-central-1
2023-04-24,EC2,90.37,A2289,us-west-2
2023-04-24,CloudWatch,176.04,A3976,us-east-1
2023-04-24,CloudWatch,110.4,A9520,eu-central-1
2023-04-24,CloudWatch,6.66,A8875,eu-central-1
2023-04-24,RDS,45.72,A1146,us-east-1
2023-04-25,RDS,86.18,A8141,us-west-2
2023-04-25,Lambda,8.98,A8113,us-east-1
2023-04-25,EC2,146.31,A4267,eu-central-1
2023-04-25,EC2,38.73,A6446,us-west-2
2023-04-25,Lambda,69.83,A9275,us-west-2
2023-04-25,RDS,89.5,A7914,us-east-1
2023-04-25,EC2,27.28,A2042,eu-central-1
2023-04-25,EC2,123.71,A9057,us-west-2
2023-04-25,EC2,189.74,A2671,us-east-1
2023-04-25,RDS,60.36,A6672,us-east-1
2023-04-25,EC2,18.93,A5859,us-east-1
2023-04-25,RDS,126.18,A6209,us-west-2
2023-04-25,S3,72.7,A5948,us-west-2
2023-04-26,CloudWatch,37.84,A4334,us-east-1
2023-04-26,Lambda,32.58,A4901,us-west-2
2023-04-26,CloudWatch,179.42,A5098,us-west-2
2023-04-26,CloudWatch,152.86,A6986,us-east-1
2023-04-26,RDS,101.25,A1643,us-east-1
2023-04-26,S3,14.32,A8851,eu-central-1
2023-04-26,CloudWatch,133.88,A1003,eu-central-1
2023-04-26,CloudWatch,129.59,A4641,eu-central-1
2023-04-26,CloudWatch,115.82,A6706,us-east-1
2023-04-26,Lambda,65.11,A8543,eu-central-1
2023-04-27,Lambda,75.69,A5325,eu-central-1
2023-04-27,RDS,48.17,A9503,us-west-2
2023-04-27,S3,104.37,A5147,eu-central-1
2023-04-27,EC2,65.25,A4060,us-west-2
2023-04-27,EC2,39.12,A8653,eu-central-1
2023-04-27,Lambda,81.28,A1202,us-east-1
2023-04-27,S3,40.24,A8538,eu-central-1
2023-04-27,Lambda,72.83,A4779,us-west-2
2023-04-27,EC2,186.0,A9372,us-west-2
2023-04-27,RDS,125.45,A9313,us-east-1
2023-04-27,Lambda,67.05,A8427,eu-central-1
2023-04-27,Lambda,81.62,A6894,eu-central-1
2023-04-28,Lambda,43.58,A7319,us-east-1
2023-04-28,RDS,193.64,A6498,eu-central-1
2023-04-28,S3,155.8,A2738,eu-central-1
2023-04-28,S3,111.98,A1426,eu-central-1
2023-04-28,S3,162.66,A5002,eu-central-1
2023-04-28,CloudWatch,128.44,A6461,us-east-1
2023-04-28,EC2,77.75,A8028,eu-central-1
2023-04-28,CloudWatch,27.56,A3817,eu-central-1
2023-04-28,S3,17.09,A2394,us-west-2
2023-04-29,EC2,44.53,A7770,us-east-1
2023-04-29,Lambda,191.0,A2784,us-east-1
2023-04-29,CloudWatch,111.13,A3818,us-east-1
2023-04-29,Lambda,121.3,A8673,us-east-1
2023-04-29,Lambda,167.21,A4491,us-east-1
2023-04-29,Lambda,169.95,A1207,us-east-1
2023-04-29,S3,156.18,A5933,us-west-2
2023-04-29,RDS,176.72,A7476,us-west-2
2023-04-29,RDS,39.97,A4372,us-east-1
2023-04-29,CloudWatch,194.61,A9752,us-west-2
2023-04-29,CloudWatch,74.75,A4365,eu-central-1
2023-04-30,CloudWatch,192.09,A5461,us-west-2
2023-04-30,EC2,116.9,A1146,eu-central-1
2023-04-30,Lambda,60.57,A1614,us-east-1
2023-04-30,CloudWatch,25.3,A4312,us-east-1
2023-04-30,Lambda,112.69,A6378,us-east-1
2023-04-30,RDS,109.04,A6215,us-east-1
2023-04-30,CloudWatch,12.84,A9166,us-west-2
2023-04-30,RDS,67.41,A1207,us-west-2
2023-04-30,RDS,49.66,A7977,eu-central-1
2023-04-30,Lambda,152.08,A8120,us-west-2
2023-04-30,Lambda,109.29,A9406,us-west-2
2023-04-30,RDS,175.99,A7544,us-west-2
2023-04-30,S3,45.06,A6349,us-east-1
2023-04-30,CloudWatch,131.9,A5935,us-west-2
2023-04-30,RDS,53.85,A4548,eu-central-1
2023-05-01,S3,130.39,A2214,us-east-1
2023-05-01,Lambda,92.9,A7349,eu-central-1
2023-05-01,EC2,128.34,A2947,eu-central-1
2023-05-01,RDS,14.89,A2110,eu-central-1
2023-05-01,RDS,39.42,A2874,us-west-2
2023-05-01,EC2,177.29,A8121,us-west-2
2023-05-01,EC2,42.63,A9647,us-east-1
2023-05-01,RDS,91.59,A4449,eu-central-1
2023-05-01,RDS,187.09,A5539,us-east-1
2023-05-01,CloudWatch,16.75,A2544,us-east-1
2023-05-02,CloudWatch,55.87,A9685,us-west-2
2023-05-02,Lambda,81.13,A7932,us-west-2
2023-05-02,RDS,106.2,A1707,us-west-2
2023-05-02,CloudWatch,47.0,A7959,eu-central-1
2023-05-02,S3,100.76,A6120,eu-central-1
2023-05-02,RDS,198.15,A1615,us-west-2
2023-05-02,Lambda,40.96,A6797,us-west-2
2023-05-02,S3,63.96,A1982,eu-central-1
2023-05-02,S3,137.01,A4962,us-east-1
2023-05-02,Lambda,135.25,A8997,us-west-2
2023-05-02,CloudWatch,167.62,A7396,us-west-2
2023-05-02,Lambda,51.12,A8557,eu-central-1
2023-05-02,S3,16.33,A5286,us-west-2
2023-05-02,Lambda,41.46,A6884,eu-central-1
2023-05-02,S3,126.54,A3697,us-west-2
2023-05-03,Lambda,61.57,A8393,us-west-2
2023-05-03,RDS,127.87,A5563,eu-central-1
2023-05-03,EC2,10.22,A2661,us-east-1
2023-05-03,S3,11.83,A3568,us-east-1
2023-05-03,CloudWatch,125.76,A8237,eu-central-1
2023-05-04,Lambda,29.83,A7653,eu-central-1
2023-05-04,S3,166.87,A9920,us-west-2
2023-05-04,CloudWatch,137.59,A9724,eu-central-1
2023-05-04,Lambda,148.17,A7790,us-west-2
2023-05-04,CloudWatch,161.17,A5073,us-east-1
2023-05-04,CloudWatch,182.7,A4171,us-east-1
2023-05-05,Lambda,15.91,A3637,us-east-1
2023-05-05,S3,49.78,A7143,us-west-2
2023-05-05,S3,192.57,A1722,us-west-2
2023-05-05,S3,52.84,A2051,us-west-2
2023-05-05,CloudWatch,140.42,A6875,us-west-2
2023-05-05,CloudWatch,25.17,A6952,us-east-1
2023-05-06,CloudWatch,12.52,A1923,eu-central-1
2023-05-06,Lambda,190.45,A1369,eu-central-1
2023-05-06,RDS,151.54,A2053,us-east-1
2023-05-06,CloudWatch,27.53,A6583,eu-central-1
2023-05-06,RDS,116.63,A3067,eu-central-1
2023-05-06,EC2,186.19,A5472,us-east-1
2023-05-06,EC2,81.65,A2302,us-east-1
2023-05-06,Lambda,26.46,A3790,us-west-2
2023-05-06,RDS,77.32,A7369,us-east-1
2023-05-06,RDS,84.57,A4112,us-east-1
2023-05-06,EC2,57.41,A2149,eu-central-1
2023-05-06,Lambda,75.27,A2223,us-east-1
2023-05-07,Lambda,102.06,A4834,eu-central-1
2023-05-07,RDS,53.4,A2405,us-west-2
2023-05-07,S3,174.75,A6541,eu-central-1
2023-05-07,RDS,56.59,A7805,us-west-2
2023-05-07,CloudWatch,60.63,A9810,us-east-1
2023-05-07,CloudWatch,181.44,A8757,eu-central-1
2023-05-08,RDS,156.26,A9932,us-west-2
2023-05-08,RDS,32.06,A5935,eu-central-1
2023-05-08,Lambda,122.78,A7939,us-east-1
2023-05-08,EC2,170.36,A7694,us-west-2
2023-05-08,Lambda,18.74,A4380,us-west-2
2023-05-08,CloudWatch,163.15,A6756,us-west-2
2023-05-08,RDS,66.44,A2708,us-east-1
2023-05-08,Lambda,115.22,A9249,us-west-2
2023-05-08,Lambda,57.19,A4597,us-west-2
2023-05-08,Lambda,35.36,A1852,us-west-2
2023-05-08,RDS,56.74,A2496,us-west-2
2023-05-08,S3,152.17,A7566,us-west-2
2023-05-08,S3,91.81,A6827,us-east-1
2023-05-09,Lambda,198.12,A7246,us-east-1
2023-05-09,RDS,21.94,A9054,us-east-1
2023-05-09,S3,171.4,A6136,us-west-2
2023-05-09,S3,143.96,A9733,us-east-1
2023-05-09,CloudWatch,167.09,A3588,us-east-1
2023-05-09,EC2,12.8,A6493,eu-central-1
2023-05-09,Lambda,154.36,A8741,us-west-2
2023-05-10,RDS,187.25,A4568,us-east-1
2023-05-10,Lambda,72.13,A5278,us-east-1
2023-05-10,RDS,188.93,A6047,eu-central-1
2023-05-10,Lambda,10.87,A2848,eu-central-1
2023-05-10,Lambda,52.02,A3042,us-west-2
2023-05-10,S3,75.04,A9952,us-west-2
2023-05-10,Lambda,169.54,A4659,eu-central-1
2023-05-10,Lambda,137.38,A4198,eu-central-1
2023-05-10,EC2,109.43,A8609,eu-central-1
2023-05-10,CloudWatch,92.28,A2607,us-east-1
2023-05-10,RDS,6.2,A3668,us-west-2
2023-05-11,RDS,87.04,A5374,eu-central-1
2023-05-11,CloudWatch,16.12,A2118,us-west-2
2023-05-11,S3,19.3,A8844,us-west-2
2023-05-11,RDS,176.53,A2741,us-west-2
2023-05-11,EC2,68.32,A9970,eu-central-1
2023-05-11,EC2,24.96,A8384,us-east-1
2023-05-11,CloudWatch,146.4,A8326,us-east-1
2023-05-11,CloudWatch,20.61,A4701,eu-central-1
2023-05-12,RDS,197.93,A8866,eu-central-1
2023-05-12,S3,79.59,A2760,us-west-2
2023-05-12,Lambda,175.22,A9603,us-west-2
2023-05-12,CloudWatch,143.2,A9076,eu-central-1
2023-05-12,CloudWatch,35.47,A7279,us-east-1
2023-05-12,EC2,147.12,A9995,us-west-2
2023-05-12,EC2,12.04,A1856,us-east-1
2023-05-12,RDS,47.98,A9793,us-east-1
2023-05-12,Lambda,75.57,A3951,us-east-1
2023-05-12,S3,188.44,A8223,eu-central-1
2023-05-12,Lambda,155.72,A2248,us-west-2
2023-05-12,Lambda,68.72,A9212,us-east-1
2023-05-12,Lambda,191.95,A8599,eu-central-1
2023-05-12,Lambda,77.67,A8692,us-west-2
2023-05-13,RDS,153.27,A5178,us-west-2
2023-05-13,EC2,8.77,A8426,eu-central-1
2023-05-13,RDS,171.0,A6687,us-east-1
2023-05-13,S3,5.69,A2023,eu-central-1
2023-05-13,EC2,197.69,A3455,us-west-2
2023-05-13,Lambda,192.68,A8889,us-east-1
2023-05-13,Lambda,27.6,A2368,us-west-2
2023-05-13,RDS,187.36,A8108,eu-central-1
2023-05-13,EC2,57.19,A2648,us-west-2
2023-05-13,Lambda,159.82,A4853,us-west-2
2023-05-14,S3,43.36,A6134,eu-central-1
2023-05-14,CloudWatch,199.81,A7995,us-east-1
2023-05-14,Lambda,107.95,A1499,eu-central-1
2023-05-14,RDS,92.5,A6445,eu-central-1
2023-05-14,EC2,18.71,A9891,us-west-2
2023-05-14,S3,149.6,A4329,us-east-1
2023-05-15,S3,136.18,A4582,us-east-1
2023-05-15,RDS,141.24,A4020,us-west-2
2023-05-15,S3,145.14,A8788,us-west-2
2023-05-15,S3,194.72,A1869,eu-central-1
2023-05-15,S3,13.81,A7831,us-east-1
2023-05-15,EC2,188.52,A8642,us-west-2
2023-05-15,CloudWatch,108.22,A7825,us-west-2
2023-05-15,RDS,90.62,A7020,us-east-1
2023-05-15,Lambda,152.01,A7148,eu-central-1
2023-05-15,Lambda,179.42,A7674,eu-central-1
2023-05-16,CloudWatch,80.13,A2585,us-west-2
2023-05-16,S3,54.06,A3035,eu-central-1
2023-05-16,EC2,38.05,A8373,us-west-2
2023-05-16,S3,45.63,A4201,us-east-1
2023-05-16,S3,128.61,A3939,us-east-1
2023-05-17,Lambda,44.68,A7272,us-east-1
2023-05-17,EC2,8.58,A6043,eu-central-1
2023-05-17,Lambda,144.91,A4067,us-east-1
2023-05-17,EC2,190.99,A7035,eu-central-1
2023-05-17,EC2,89.95,A9591,eu-central-1
2023-05-17,S3,158.3,A7680,us-west-2
2023-05-17,EC2,18.36,A3849,us-west-2
2023-05-17,CloudWatch,54.88,A4237,us-east-1
2023-05-17,EC2,134.05,A7513,us-west-2
2023-05-17,Lambda,91.0,A1786,us-west-2
2023-05-18,CloudWatch,15.34,A6480,us-west-2
2023-05-18,S3,52.04,A2068,us-west-2
2023-05-18,RDS,156.15,A4546,us-west-2
2023-05-18,Lambda,176.67,A8548,eu-central-1
2023-05-18,RDS,94.11,A1994,us-east-1
2023-05-18,CloudWatch,146.84,A7608,us-east-1
2023-05-19,Lambda,29.81,A9400,eu-central-1
2023-05-19,Lambda,55.23,A6744,us-west-2
2023-05-19,RDS,103.43,A8724,us-east-1
2023-05-19,S3,6.05,A1977,us-east-1
2023-05-19,S3,138.89,A6168,eu-central-1
2023-05-19,EC2,187.41,A7524,us-east-1
2023-05-19,S3,44.04,A4452,us-east-1
2023-05-19,Lambda,148.2,A3256,us-west-2
2023-05-19,S3,168.03,A2063,us-east-1
2023-05-19,S3,199.35,A6927,us-west-2
2023-05-19,Lambda,178.73,A7809,us-west-2
2023-05-19,S3,27.45,A1160,eu-central-1
2023-05-19,CloudWatch,59.81,A4388,us-east-1
2023-05-20,RDS,15.48,A9769,eu-central-1
2023-05-20,Lambda,186.69,A9323,us-east-1
2023-05-20,RDS,147.24,A5676,eu-central-1
2023-05-20,EC2,133.48,A6420,us-east-1
2023-05-20,CloudWatch,113.99,A7607,us-west-2
2023-05-20,EC2,167.4,A3123,us-east-1
2023-05-20,EC2,193.4,A8556,eu-central-1
2023-05-20,S3,126.32,A2145,us-east-1
2023-05-21,CloudWatch,12.17,A4234,eu-central-1
2023-05-21,Lambda,183.84,A3838,eu-central-1
2023-05-21,RDS,128.84,A5326,us-east-1
2023-05-21,S3,18.81,A2410,us-east-1
2023-05-21,CloudWatch,70.55,A9725,us-east-1
2023-05-21,EC2,184.53,A7171,us-east-1
2023-05-22,Lambda,118.6,A9408,eu-central-1
2023-05-22,S3,93.34,A6827,eu-central-1
2023-05-22,Lambda,27.81,A7600,eu-central-1
2023-05-22,Lambda,115.64,A7202,eu-central-1
2023-05-22,RDS,136.56,A3927,us-east-1
2023-05-22,RDS,53.11,A1317,eu-central-1
2023-05-22,S3,67.64,A3653,us-east-1
2023-05-22,Lambda,83.48,A3854,eu-central-1
2023-05-22,CloudWatch,111.77,A8551,us-west-2
2023-05-22,RDS,121.9,A7565,eu-central-1
2023-05-22,CloudWatch,7.63,A2476,us-east-1
2023-05-22,RDS,196.24,A4426,us-west-2
2023-05-22,EC2,17.11,A9638,us-west-2
2023-05-22,EC2,122.99,A8504,us-west-2
2023-05-22,CloudWatch,32.83,A9286,us-east-1
2023-05-23,S3,170.23,A5735,eu-central-1
2023-05-23,Lambda,51.43,A4884,us-east-1
2023-05-23,EC2,123.93,A5279,us-east-1
2023-05-23,EC2,147.42,A6633,us-west-2
2023-05-23,CloudWatch,63.91,A9680,eu-central-1
2023-05-23,S3,179.95,A9962,eu-central-1
2023-05-23,Lambda,65.98,A5985,us-east-1
2023-05-24,EC2,154.42,A3912,us-west-2
2023-05-24,CloudWatch,53.01,A8617,us-west-2
2023-05-24,EC2,84.86,A5057,eu-central-1
2023-05-24,CloudWatch,97.66,A2920,us-west-2
2023-05-24,Lambda,83.66,A2982,eu-central-1
2023-05-24,EC2,158.78,A6003,us-west-2
2023-05-24,EC2,34.2,A4877,eu-central-1
2023-05-24,RDS,30.92,A8807,us-east-1
2023-05-25,Lambda,46.69,A8639,us-east-1
2023-05-25,Lambda,130.54,A2435,us-west-2
2023-05-25,S3,66.18,A9489,eu-central-1
2023-05-25,EC2,191.37,A9945,eu-central-1
2023-05-25,RDS,5.75,A6464,us-west-2
2023-05-25,S3,137.41,A6760,eu-central-1
2023-05-25,RDS,13.85,A9385,us-east-1
2023-05-25,CloudWatch,42.68,A8415,eu-central-1
2023-05-25,S3,158.84,A1967,us-west-2
2023-05-25,S3,180.77,A9442,us-west-2
2023-05-25,CloudWatch,41.96,A6646,us-west-2
2023-05-25,EC2,75.98,A4407,eu-central-1
2023-05-26,Lambda,151.75,A1923,us-east-1
2023-05-26,Lambda,55.75,A9270,eu-central-1
2023-05-26,RDS,18.7,A2923,us-east-1
2023-05-26,Lambda,133.26,A6788,eu-central-1
2023-05-26,Lambda,96.44,A5825,us-east-1
2023-05-26,RDS,128.78,A3401,us-east-1
2023-05-26,CloudWatch,26.0,A8413,us-west-2
2023-05-26,RDS,68.57,A8431,eu-central-1
2023-05-26,S3,11.76,A4881,us-east-1
2023-05-26,Lambda,184.97,A6763,eu-central-1
2023-05-26,Lambda,61.11,A1682,us-east-1
2023-05-26,EC2,11.83,A9862,us-east-1
2023-05-27,S3,167.04,A2841,eu-central-1
2023-05-27,RDS,124.93,A9706,us-west-2
2023-05-27,EC2,116.4,A2864,eu-central-1
2023-05-27,S3,80.67,A1441,eu-central-1
2023-05-27,RDS,99.93,A6701,us-east-1
2023-05-27,CloudWatch,198.68,A2617,us-west-2
2023-05-27,EC2,34.34,A4534,us-west-2
2023-05-27,Lambda,135.12,A5154,us-west-2
2023-05-27,EC2,133.91,A6379,us-east-1
2023-05-27,EC2,65.71,A5981,eu-central-1
2023-05-28,CloudWatch,50.85,A3022,us-east-1
2023-05-28,Lambda,119.57,A4031,us-east-1
2023-05-28,S3,152.92,A4238,eu-central-1
2023-05-28,S3,69.44,A8881,eu-central-1
2023-05-28,CloudWatch,189.01,A9088,us-east-1
2023-05-29,EC2,126.2,A4160,eu-central-1
2023-05-29,S3,58.18,A2495,us-east-1
2023-05-29,Lambda,93.43,A2998,eu-central-1
2023-05-29,EC2,9.17,A4022,eu-central-1
2023-05-29,S3,119.33,A2731,eu-central-1
2023-05-29,S3,103.51,A4646,us-west-2
2023-05-29,EC2,79.04,A8086,eu-central-1
2023-05-29,Lambda,48.86,A3275,us-east-1
2023-05-29,CloudWatch,129.76,A7213,us-east-1
2023-05-29,S3,22.97,A9294,eu-central-1
2023-05-29,S3,26.24,A9425,eu-central-1
2023-05-30,EC2,92.17,A3380,us-east-1
2023-05-30,CloudWatch,32.03,A9668,us-east-1
2023-05-30,Lambda,122.4,A5149,eu-central-1
2023-05-30,CloudWatch,165.17,A1301,us-east-1
2023-05-30,CloudWatch,188.64,A1528,eu-central-1
2023-05-30,Lambda,138.44,A6307,us-west-2
2023-05-30,EC2,75.76,A6423,us-east-1
2023-05-30,EC2,173.41,A2820,eu-central-1
2023-05-30,Lambda,50.92,A3435,us-east-1
2023-05-31,EC2,179.03,A3706,us-west-2
2023-05-31,RDS,122.89,A5785,us-east-1
2023-05-31,S3,25.63,A4114,eu-central-1
2023-05-31,S3,48.97,A9743,eu-central-1
2023-05-31,S3,114.69,A6897,us-west-2
2023-05-31,S3,11.99,A4273,us-west-2
2023-05-31,EC2,193.05,A5150,us-east-1
2023-05-31,RDS,24.38,A9857,eu-central-1
2023-06-01,RDS,15.08,A1227,eu-central-1
2023-06-01,CloudWatch,14.26,A5991,us-east-1
2023-06-01,S3,98.47,A6771,us-west-2
2023-06-01,S3,59.64,A6057,eu-central-1
2023-06-01,EC2,169.25,A5457,us-east-1
2023-06-01,EC2,164.91,A4555,us-west-2
2023-06-02,S3,179.1,A7790,us-east-1
2023-06-02,RDS,17.05,A6023,eu-central-1
2023-06-02,EC2,173.7,A1712,us-east-1
2023-06-02,EC2,49.34,A3231,eu-central-1
2023-06-02,RDS,79.2,A3452,us-west-2
2023-06-02,EC2,65.54,A4087,eu-central-1
2023-06-02,CloudWatch,72.09,A7917,eu-central-1
2023-06-02,CloudWatch,194.7,A6227,eu-central-1
2023-06-02,EC2,92.99,A1422,us-east-1
2023-06-02,EC2,118.82,A7398,us-east-1
2023-06-02,EC2,123.53,A1175,us-west-2
2023-06-02,Lambda,155.58,A4203,us-east-1
2023-06-02,RDS,144.17,A8830,us-west-2
2023-06-02,EC2,49.62,A3745,us-east-1
2023-06-02,Lambda,128.99,A6069,eu-central-1
2023-06-03,RDS,87.09,A1177,eu-central-1
2023-06-03,Lambda,85.11,A8648,us-east-1
2023-06-03,Lambda,181.83,A2039,us-west-2
2023-06-03,S3,159.15,A5649,eu-central-1
2023-06-03,S3,63.16,A5996,us-east-1
2023-06-03,CloudWatch,91.69,A8978,us-east-1
2023-06-03,S3,61.67,A8346,us-east-1
2023-06-03,EC2,82.69,A7692,us-east-1
2023-06-03,EC2,77.13,A1033,us-east-1
2023-06-03,Lambda,73.98,A6562,eu-central-1
2023-06-04,Lambda,169.18,A6677,us-east-1
2023-06-04,EC2,91.52,A1965,us-west-2
2023-06-04,S3,26.58,A5088,us-east-1
2023-06-04,CloudWatch,98.38,A1895,us-east-1
2023-06-04,CloudWatch,17.97,A6030,us-west-2
2023-06-04,S3,90.13,A8418,us-east-1
2023-06-04,S3,179.22,A8195,us-east-1
2023-06-04,CloudWatch,107.91,A2810,us-east-1
2023-06-04,CloudWatch,39.71,A7218,us-west-2
2023-06-04,Lambda,152.55,A6343,us-west-2
2023-06-04,RDS,34.35,A5506,eu-central-1
2023-06-05,RDS,55.6,A2092,us-east-1
2023-06-05,CloudWatch,162.49,A3259,us-east-1
2023-06-05,RDS,173.31,A9599,eu-central-1
2023-06-05,S3,80.73,A6608,us-east-1
2023-06-05,EC2,75.07,A8429,us-east-1
2023-06-05,EC2,154.43,A9484,us-west-2
2023-06-05,EC2,31.71,A8685,us-west-2
2023-06-05,RDS,147.96,A2314,eu-central-1
2023-06-05,EC2,160.77,A9022,us-east-1
2023-06-05,S3,11.22,A8075,us-west-2
2023-06-05,Lambda,73.42,A4716,eu-central-1
2023-06-05,S3,195.16,A7910,us-east-1
2023-06-06,EC2,197.9,A5224,us-west-2
2023-06-06,CloudWatch,120.21,A1446,us-west-2
2023-06-06,CloudWatch,154.3,A6476,eu-central-1
2023-06-06,Lambda,57.94,A4575,us-east-1
2023-06-06,EC2,14.08,A5255,us-east-1
2023-06-07,Lambda,114.13,A2338,eu-central-1
2023-06-07,Lambda,32.89,A1977,us-east-1
2023-06-07,S3,84.44,A2149,eu-central-1
2023-06-07,CloudWatch,156.54,A8588,eu-central-1
2023-06-07,EC2,168.65,A8231,eu-central-1
2023-06-07,RDS,98.16,A4452,us-east-1
2023-06-07,EC2,135.65,A4154,us-west-2
2023-06-07,S3,27.03,A4772,eu-central-1
2023-06-07,Lambda,62.63,A4050,us-east-1
2023-06-07,S3,84.73,A8818,us-east-1
2023-06-07,S3,93.89,A3582,eu-central-1
2023-06-07,RDS,23.33,A2920,us-east-1
2023-06-07,S3,186.59,A3555,us-west-2
2023-06-07,CloudWatch,182.2,A9643,us-west-2
2023-06-08,CloudWatch,92.85,A6305,us-west-2
2023-06-08,CloudWatch,157.71,A4816,us-east-1
2023-06-08,RDS,80.06,A9271,eu-central-1
2023-06-08,RDS,81.31,A3444,eu-central-1
2023-06-08,CloudWatch,133.32,A5847,us-east-1
2023-06-08,CloudWatch,16.56,A6509,us-east-1
2023-06-08,CloudWatch,50.23,A1106,us-east-1
2023-06-08,CloudWatch,149.6,A8735,eu-central-1
2023-06-08,EC2,177.23,A7249,us-west-2
2023-06-08,RDS,42.32,A4158,us-east-1
2023-06-08,EC2,177.29,A2244,us-west-2
2023-06-08,Lambda,80.95,A2955,us-east-1
2023-06-08,RDS,179.32,A6293,eu-central-1
2023-06-08,Lambda,158.96,A2319,eu-central-1
2023-06-09,S3,103.37,A1423,us-west-2
2023-06-09,RDS,193.87,A3202,us-east-1
2023-06-09,Lambda,161.08,A6428,us-west-2
2023-06-09,Lambda,135.62,A4751,us-west-2
2023-06-09,CloudWatch,180.09,A2985,us-west-2
2023-06-09,S3,39.19,A1058,us-east-1
2023-06-09,Lambda,97.7,A9180,us-west-2
2023-06-10,Lambda,138.86,A5131,us-east-1
2023-06-10,RDS,5.67,A4969,us-east-1
2023-06-10,CloudWatch,95.67,A5979,us-west-2
2023-06-10,S3,20.3,A3209,us-east-1
2023-06-10,S3,124.57,A3956,us-west-2
2023-06-10,S3,112.71,A4557,eu-central-1
2023-06-10,EC2,153.8,A5071,us-east-1
2023-06-10,RDS,100.73,A7770,us-west-2
2023-06-10,Lambda,98.56,A5810,us-west-2
2023-06-10,RDS,150.26,A7676,us-east-1
2023-06-10,CloudWatch,147.06,A3208,us-west-2
2023-06-11,EC2,194.81,A1909,us-west-2
2023-06-11,RDS,107.08,A1891,eu-central-1
2023-06-11,RDS,125.84,A4676,us-east-1
2023-06-11,EC2,80.15,A3513,us-west-2
2023-06-11,S3,22.68,A2028,us-east-1
2023-06-11,S3,124.56,A9637,us-west-2
2023-06-11,Lambda,167.59,A7080,us-west-2
2023-06-11,Lambda,153.21,A5881,us-west-2
2023-06-11,Lambda,95.03,A1011,eu-central-1
2023-06-11,CloudWatch,59.39,A5376,eu-central-1
2023-06-11,EC2,159.28,A6993,eu-central-1
2023-06-12,CloudWatch,120.83,A5949,us-west-2
2023-06-12,Lambda,99.52,A4636,us-west-2
2023-06-12,RDS,70.68,A5580,us-west-2
2023-06-12,EC2,33.06,A1678,us-west-2
2023-06-12,S3,137.89,A4620,us-west-2
2023-06-13,EC2,94.83,A7281,us-east-1
2023-06-13,Lambda,106.9,A8933,eu-central-1
2023-06-13,CloudWatch,106.29,A4138,us-east-1
2023-06-13,Lambda,114.15,A5957,us-east-1
2023-06-13,EC2,192.46,A8189,us-west-2
2023-06-13,RDS,6.1,A1783,us-west-2
2023-06-13,CloudWatch,78.81,A5970,us-east-1
2023-06-13,EC2,23.94,A1974,eu-central-1
2023-06-13,EC2,28.17,A4373,us-east-1
2023-06-13,EC2,5.38,A8294,us-west-2
2023-06-13,S3,29.93,A5087,us-west-2
2023-06-13,EC2,61.09,A1558,us-west-2
2023-06-14,CloudWatch,195.51,A3918,us-west-2
2023-06-14,RDS,183.55,A2956,us-west-2
